season,team,player,nation,pos,age,born,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
2425,Crystal Palace,Jeffrey Schlupp,GHA,"MF,DF",31-328,1992,0.8,0,0,0,0,0,0,3,0,0,0,0,0,5,2,3,40.0
2425,Crystal Palace,Joachim Andersen,DEN,DF,28-168,1996,1.0,1,0,0,2,0,0,1,0,1,0,0,0,7,2,0,100.0
2425,Crystal Palace,Jordan Ayew,GHA,"FW,MF",33-065,1991,0.2,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,50.0
2425,Crystal Palace,Justin Devenny,NIR,MF,21-035,2003,0.8,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0.0
2425,Crystal Palace,Marc Guéhi,ENG,DF,24-125,2000,11.0,1,0,0,5,10,0,1,8,7,0,0,0,43,31,18,63.3
2425,Crystal Palace,Maxence Lacroix,FRA,DF,24-223,2000,8.0,3,0,0,9,3,1,3,14,8,0,0,0,39,17,14,54.8
2425,Crystal Palace,Nathaniel Clyne,ENG,"DF,MF",33-224,1991,3.3,0,0,0,0,2,0,1,3,6,0,0,0,4,1,6,14.3
2425,Crystal Palace,Odsonne Édouard,FRA,"MF,FW",26-304,1998,1.3,0,0,0,4,0,2,1,0,0,0,0,0,5,1,4,20.0
2425,Crystal Palace,Trevoh Chalobah,ENG,DF,25-133,1999,5.0,0,0,0,4,8,1,4,12,7,0,0,0,24,11,3,78.6
2425,Crystal Palace,Tyrick Mitchell,ENG,"DF,MF",25-075,1999,10.4,0,0,0,4,9,0,43,5,22,0,0,0,54,8,6,57.1
2425,Crystal Palace,Will Hughes,ENG,MF,29-212,1995,5.1,5,0,0,14,6,0,19,5,9,0,0,0,26,3,4,42.9
2425,Everton,Abdoulaye Doucouré,MLI,MF,31-319,1993,7.2,0,0,0,12,2,5,6,3,6,0,0,0,41,12,6,66.7
2425,Everton,Ashley Young,ENG,DF,39-129,1985,8.7,2,1,0,8,9,0,17,10,11,0,0,0,37,5,6,45.5
2425,Everton,Beto,GNB,FW,26-289,1998,1.1,0,0,0,4,3,2,0,0,0,0,0,0,2,9,7,56.3
2425,Everton,Dominic Calvert-Lewin,ENG,FW,27-244,1997,10.0,1,0,0,13,12,16,3,5,4,0,0,0,18,47,46,50.5
2425,Everton,Dwight McNeil,ENG,"MF,FW",24-359,1999,9.9,1,0,0,6,10,1,65,5,4,0,0,0,41,2,11,15.4
2425,Everton,Harrison Armstrong,ENG,MF,17-301,2007,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
2425,Everton,Idrissa Gana Gueye,SEN,MF,35-050,1989,8.2,1,0,0,17,9,0,3,11,18,0,0,0,46,8,1,88.9
2425,Everton,Iliman Ndiaye,SEN,FW,24-254,2000,9.0,1,0,0,7,15,5,11,13,11,0,0,0,69,3,3,50.0
2425,Everton,Jack Harrison,ENG,FW,27-361,1996,7.0,0,0,0,2,13,2,20,4,5,0,0,0,26,2,3,40.0
2425,Everton,Jake O'Brien,IRL,DF,23-184,2001,0.3,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,
2425,Everton,James Garner,ENG,"DF,MF",23-247,2001,2.8,1,0,0,4,0,0,6,4,8,0,0,0,14,1,2,33.3
2425,Everton,James Tarkowski,ENG,DF,31-362,1992,11.0,3,0,0,13,7,0,0,11,16,0,1,0,34,33,13,71.7
2425,Everton,Jarrad Branthwaite,ENG,DF,22-141,2002,2.1,0,0,0,0,1,0,0,4,2,0,0,0,7,5,7,41.7
2425,Everton,Jesper Lindstrøm,DEN,FW,24-260,2000,3.9,0,0,0,0,3,0,29,3,5,0,0,0,19,3,1,75.0
2425,Everton,Jordan Pickford,ENG,GK,30-253,1994,11.0,1,0,0,0,1,0,0,1,0,0,0,0,13,2,0,100.0
2425,Everton,Mason Holgate,ENG,"FW,DF",28-024,1996,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
2425,Everton,Michael Keane,ENG,DF,31-309,1993,9.0,4,0,0,9,0,0,1,10,7,0,0,0,23,19,14,57.6
2425,Everton,Orel Mangala,BEL,MF,26-242,1998,5.1,0,0,0,11,9,0,2,11,5,0,0,0,25,1,5,16.7
2425,Everton,Roman Dixon,ENG,DF,19-325,2004,1.0,0,0,0,0,0,0,0,1,5,0,0,0,6,0,3,0.0
2425,Everton,Séamus Coleman,IRL,DF,36-035,1988,1.0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,1,50.0
2425,Everton,Tim Iroegbunam,ENG,MF,21-138,2003,4.3,2,0,0,10,6,0,0,8,9,0,0,0,33,5,1,83.3
2425,Everton,Vitaliy Mykolenko,UKR,DF,25-170,1999,8.3,0,0,0,6,10,0,22,7,8,0,0,0,32,12,11,52.2
2425,Fulham,Adama Traoré,ESP,"FW,MF",28-295,1996,8.0,2,0,0,10,16,1,37,1,5,0,0,0,31,14,9,60.9
2425,Fulham,Alex Iwobi,NGA,FW,28-196,1996,10.5,1,0,0,4,7,1,36,4,11,0,0,0,40,2,14,12.5
2425,Fulham,Andreas Pereira,BRA,MF,28-319,1996,9.3,2,0,0,9,11,0,78,3,2,1,0,0,45,6,8,42.9
2425,Fulham,Antonee Robinson,USA,DF,27-099,1997,11.0,1,0,0,9,2,3,43,20,22,0,0,0,42,12,7,63.2
2425,Fulham,Bernd Leno,GER,GK,32-256,1992,11.0,2,0,0,0,0,0,0,0,0,0,0,0,19,1,0,100.0
2425,Fulham,Calvin Bassey,NGA,DF,24-320,1999,11.0,3,0,0,8,12,1,1,4,8,0,0,0,42,10,17,37.0
2425,Fulham,Emile Smith Rowe,ENG,MF,24-110,2000,8.8,1,0,0,7,9,3,5,7,11,0,0,0,25,4,5,44.4
2425,Fulham,Harrison Reed,ENG,MF,29-293,1995,0.7,2,0,0,5,2,0,5,1,2,0,0,0,8,1,1,50.0
2425,Fulham,Harry Wilson,WAL,"FW,MF",27-238,1997,0.9,2,0,0,2,3,0,4,0,1,0,0,0,6,1,2,33.3
2425,Fulham,Issa Diop,FRA,DF,27-311,1997,4.4,1,0,0,3,2,0,0,1,5,0,0,1,11,4,4,50.0
2425,Fulham,Jay Stansfield,ENG,MF,21-357,2002,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
2425,Fulham,Joachim Andersen,DEN,DF,28-168,1996,6.7,0,1,0,3,6,0,1,11,3,0,0,0,32,17,13,56.7
2425,Fulham,Jorge Cuenca,ESP,DF,24-364,1999,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,100.0
2425,Fulham,Kenny Tete,NED,DF,29-037,1995,10.6,2,0,0,16,10,0,16,21,18,0,0,0,35,12,10,54.5
2425,Fulham,Raúl Jiménez,MEX,FW,33-194,1991,7.4,0,0,0,13,11,7,5,4,5,0,0,0,19,15,27,35.7
2425,Fulham,Reiss Nelson,ENG,FW,24-341,1999,3.2,1,0,0,5,6,1,15,0,2,0,0,0,18,0,4,0.0
2425,Fulham,Rodrigo Muniz,BRA,FW,23-195,2001,3.6,1,0,0,5,8,1,0,1,0,0,0,0,5,16,20,44.4
2425,Fulham,Sander Berge,NOR,MF,26-275,1998,5.8,0,0,0,6,1,0,0,12,8,0,0,0,36,11,4,73.3
2425,Fulham,Saša Lukić,SRB,MF,28-094,1996,6.1,4,0,0,17,7,0,2,8,6,0,0,0,29,7,2,77.8
2425,Fulham,Timothy Castagne,BEL,DF,28-346,1995,0.4,0,0,0,0,0,1,1,0,2,0,0,0,3,2,2,50.0
2425,Fulham,Tom Cairney,SCO,MF,33-300,1991,1.4,2,0,0,2,3,0,6,2,1,0,0,0,12,1,3,25.0
2425,Ipswich Town,Ali Al Hamadi,IRQ,FW,22-259,2002,0.4,2,0,0,3,0,1,0,0,0,0,0,0,0,2,1,66.7
2425,Ipswich Town,Arijanet Muric,KVX,GK,26-008,1998,10.0,1,0,0,0,1,0,0,0,0,0,0,0,8,6,1,85.7
2425,Ipswich Town,Axel Tuanzebe,COD,DF,27-001,1997,6.7,2,0,0,3,3,0,3,10,9,0,0,0,14,9,7,56.3
2425,Ipswich Town,Ben Johnson,ENG,"DF,FW",24-296,2000,4.5,1,0,0,8,3,0,8,8,9,0,0,0,12,5,5,50.0
2425,Ipswich Town,Cameron Burgess,AUS,DF,29-025,1995,4.0,0,0,0,1,1,0,0,5,2,0,0,0,11,13,5,72.2
2425,Ipswich Town,Chiedozie Ogbene,IRL,FW,27-198,1997,2.6,0,0,0,2,7,1,4,1,3,0,0,0,6,1,6,14.3
2425,Ipswich Town,Christian Walton,ENG,GK,29-006,1995,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2425,Ipswich Town,Conor Chaplin,ENG,"MF,FW",27-273,1997,3.1,1,0,0,1,5,0,6,2,3,0,0,0,8,0,5,0.0
2425,Ipswich Town,Conor Townsend,ENG,MF,31-256,1993,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
2425,Ipswich Town,Dara O'Shea,IRL,DF,25-256,1999,7.7,1,0,0,3,4,0,2,13,5,0,0,0,26,28,18,60.9
2425,Ipswich Town,George Edmundson,ENG,DF,27-076,1997,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2425,Ipswich Town,George Hirst,ENG,FW,25-274,1999,2.0,1,0,0,4,2,0,1,0,1,0,0,0,3,12,7,63.2
2425,Ipswich Town,Harry Clarke,ENG,DF,23-258,2001,1.1,2,1,1,3,0,0,2,1,2,0,1,0,4,1,0,100.0
2425,Ipswich Town,Jack Clarke,ENG,FW,23-358,2000,4.0,1,0,0,7,7,2,7,2,6,0,0,0,24,3,1,75.0
2425,Ipswich Town,Jack Taylor,IRL,MF,26-145,1998,1.5,2,0,0,6,0,0,1,2,0,0,0,0,7,3,1,75.0
2425,Ipswich Town,Jacob Greaves,ENG,DF,24-064,2000,7.0,1,0,0,3,6,0,0,8,6,0,0,0,11,21,14,60.0
2425,Ipswich Town,Jens Cajuste,SWE,MF,25-097,1999,3.0,1,0,0,5,2,0,3,2,3,0,0,0,12,0,4,0.0
2425,Ipswich Town,Kalvin Phillips,ENG,MF,28-349,1995,6.0,3,1,1,16,14,0,13,7,6,0,0,0,35,4,6,40.0
2425,Ipswich Town,Leif Davis,ENG,DF,24-308,2000,11.0,2,0,0,10,12,3,60,11,12,0,1,0,53,9,7,56.3
2425,Ipswich Town,Liam Delap,ENG,FW,21-281,2003,8.6,3,0,0,25,15,3,0,1,1,0,0,0,19,9,18,33.3
2425,Ipswich Town,Luke Woolfenden,ENG,DF,26-025,1998,4.2,1,0,0,2,1,0,0,8,1,0,0,0,12,5,5,50.0
2425,Ipswich Town,Marcus Harness,ENG,MF,28-265,1996,0.5,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,
2425,Ipswich Town,Massimo Luongo,AUS,MF,32-051,1992,1.6,0,0,0,1,2,0,0,2,3,0,0,0,10,1,0,100.0
2425,Ipswich Town,Omari Hutchinson,ENG,"MF,FW",21-016,2003,9.7,4,0,0,9,16,2,21,5,4,0,0,0,31,5,10,33.3
2425,Ipswich Town,Sam Morsy,EGY,MF,33-066,1991,9.9,4,0,0,18,8,0,4,6,17,0,0,0,47,5,8,38.5
2425,Ipswich Town,Sammie Szmodics,IRL,"FW,MF",29-052,1995,6.0,1,0,0,7,6,6,6,4,4,0,0,0,20,4,5,44.4
2425,Ipswich Town,Wes Burns,WAL,FW,29-358,1994,4.5,1,0,0,2,9,0,16,3,5,0,0,0,21,1,11,8.3
2425,Leicester City,Abdul Fatawu Issahaku,GHA,FW,20-252,2004,6.4,0,0,0,11,20,2,30,4,15,0,0,0,38,14,13,51.9
2425,Leicester City,Bilal El Khannouss,MAR,"MF,FW",20-189,2004,2.2,0,0,0,4,1,0,6,0,2,0,0,0,6,2,1,66.7
2425,Leicester City,Bobby Reid,JAM,FW,31-287,1993,1.8,0,0,0,3,1,2,2,0,1,0,0,0,9,0,4,0.0
2425,Leicester City,Boubakary Soumaré,FRA,MF,25-262,1999,1.6,2,0,0,2,1,0,0,2,2,0,0,0,12,4,2,66.7
2425,Leicester City,Caleb Okoli,ITA,DF,23-125,2001,7.0,1,0,0,6,5,0,1,7,9,0,0,0,29,12,16,42.9
2425,Leicester City,Conor Coady,ENG,DF,31-264,1993,0.1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,
2425,Leicester City,Facundo Buonanotte,ARG,"MF,FW",19-328,2004,8.1,5,0,0,15,16,1,24,5,9,0,0,0,41,6,12,33.3
2425,Leicester City,Hamza Choudhury,ENG,MF,27-045,1997,0.2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,
2425,Leicester City,Harry Winks,ENG,MF,28-287,1996,9.5,3,0,0,5,7,0,25,3,7,0,0,0,55,4,6,40.0
2425,Leicester City,James Justin,ENG,DF,26-266,1998,9.9,1,0,0,4,17,0,16,14,14,0,0,0,32,17,11,60.7
2425,Leicester City,Jamie Vardy,ENG,FW,37-309,1987,9.4,3,0,0,6,5,10,4,1,3,1,0,0,4,18,12,60.0
2425,Leicester City,Jannik Vestergaard,DEN,DF,32-104,1992,4.0,1,0,0,4,1,0,0,3,1,0,0,0,8,9,4,69.2
2425,Leicester City,Jordan Ayew,GHA,"FW,MF",33-065,1991,5.5,3,0,0,10,19,2,11,4,5,0,0,0,25,13,15,46.4
2425,Leicester City,Kasey McAteer,IRL,"FW,DF",22-359,2001,0.4,0,0,0,1,1,2,2,0,2,0,0,0,6,2,5,28.6
2425,Leicester City,Mads Hermansen,DEN,GK,24-127,2000,11.0,0,0,0,0,0,0,0,0,1,0,0,0,6,2,0,100.0
2425,Leicester City,Odsonne Édouard,FRA,FW,26-304,1998,0.3,0,0,0,2,0,0,0,0,1,0,0,0,1,1,1,50.0
2425,Leicester City,Oliver Skipp,ENG,MF,24-060,2000,4.5,2,0,0,6,8,0,0,4,2,0,0,0,17,5,1,83.3
2425,Leicester City,Ricardo Pereira,POR,DF,31-040,1993,1.6,1,0,0,1,3,0,1,1,2,0,0,0,8,0,0,
2425,Leicester City,Stephy Mavididi,ENG,FW,26-168,1998,6.8,2,0,0,10,9,0,19,1,9,0,0,0,30,4,6,40.0
2425,Leicester City,Victor Bernth Kristiansen,DEN,DF,21-335,2002,9.5,1,0,0,7,8,0,27,12,24,0,0,1,33,6,18,25.0
2425,Leicester City,Wilfred Ndidi,NGA,MF,27-335,1996,10.2,3,0,0,18,7,0,11,6,20,0,0,1,52,22,19,53.7
2425,Leicester City,Wout Faes,BEL,DF,26-226,1998,11.0,1,0,0,6,4,0,2,6,12,0,0,0,27,21,15,58.3
2425,Liverpool,Alexis Mac Allister,ARG,MF,25-327,1998,8.6,4,0,0,16,12,0,2,4,19,0,0,0,49,7,7,50.0
2425,Liverpool,Alisson,BRA,GK,32-044,1992,5.9,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,100.0
2425,Liverpool,Andrew Robertson,SCO,DF,30-249,1994,8.4,1,0,0,2,3,0,42,5,7,0,0,0,41,1,3,25.0
2425,Liverpool,Caoimhín Kelleher,IRL,GK,25-358,1998,5.0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,
2425,Liverpool,Cody Gakpo,NED,FW,25-192,1999,4.7,2,0,0,6,6,3,18,4,5,0,0,0,20,4,4,50.0
2425,Liverpool,Conor Bradley,NIR,DF,21-129,2003,1.6,0,0,0,3,2,0,1,2,1,0,0,0,14,2,1,66.7
2425,Liverpool,Curtis Jones,ENG,MF,23-290,2001,4.6,0,0,0,3,8,0,1,1,5,1,0,0,23,4,3,57.1
2425,Liverpool,Darwin Núñez,URU,FW,25-144,1999,4.7,2,0,0,11,6,4,1,1,8,0,0,0,12,6,14,30.0
2425,Liverpool,Diogo Jota,POR,FW,27-347,1996,5.5,1,0,0,8,8,0,4,3,1,1,0,0,12,12,16,42.9
2425,Liverpool,Dominik Szoboszlai,HUN,MF,24-021,2000,8.3,3,0,0,14,7,0,8,4,0,0,0,0,38,7,7,50.0
2425,Liverpool,Federico Chiesa,ITA,FW,27-021,1997,0.2,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,
2425,Liverpool,Harvey Elliott,ENG,FW,21-225,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2425,Liverpool,Ibrahima Konaté,FRA,DF,25-174,1999,9.8,3,0,0,8,5,0,0,4,9,0,0,0,32,28,6,82.4
2425,Liverpool,Jarell Quansah,ENG,DF,21-291,2003,0.5,0,0,0,2,0,0,0,1,2,0,0,0,0,2,2,50.0
2425,Liverpool,Joe Gomez,ENG,DF,27-176,1997,0.6,0,0,0,0,1,0,0,1,4,0,0,0,4,3,0,100.0
2425,Liverpool,Kostas Tsimikas,GRE,DF,28-187,1996,2.6,0,0,0,3,1,0,13,3,7,0,0,0,11,3,3,50.0
2425,Liverpool,Luis Díaz,COL,FW,27-307,1997,7.2,0,0,0,16,10,2,6,3,7,0,0,0,31,4,9,30.8
2425,Liverpool,Mohamed Salah,EGY,FW,32-153,1992,10.7,0,0,0,8,18,3,17,2,5,0,0,0,31,1,1,50.0
2425,Liverpool,Ryan Gravenberch,NED,MF,22-183,2002,11.0,2,0,0,18,22,0,1,21,14,0,0,0,63,11,2,84.6
2425,Liverpool,Trent Alexander-Arnold,ENG,DF,26-039,1998,9.6,2,0,0,3,5,1,48,8,24,0,0,0,41,2,7,22.2
2425,Liverpool,Virgil van Dijk,NED,DF,33-130,1991,11.0,1,0,0,7,3,0,0,20,3,0,0,0,33,38,15,71.7
2425,Liverpool,Vitezslav Jaros,CZE,GK,23-115,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2425,Liverpool,Wataru Endo,JPN,MF,31-280,1993,0.2,0,0,0,1,1,0,0,0,2,0,0,0,3,0,1,0.0
2425,Manchester City,Bernardo Silva,POR,"MF,FW",30-097,1994,9.3,2,0,0,7,6,2,22,5,6,0,0,0,27,2,6,25.0
2425,Manchester City,Ederson,BRA,GK,31-090,1993,11.0,3,0,0,1,0,0,0,1,0,0,1,0,21,1,1,50.0
2425,Manchester City,Erling Haaland,NOR,FW,24-117,2000,11.0,2,0,0,9,6,1,1,1,2,0,0,0,8,14,18,43.8
2425,Manchester City,Jack Grealish,ENG,"FW,MF",29-066,1995,3.8,2,0,0,2,9,0,13,0,2,0,0,0,14,1,5,16.7
2425,Manchester City,Jahmai Simpson-Pusey,ENG,DF,19-011,2005,1.0,1,0,0,0,1,0,0,0,0,0,0,0,3,1,3,25.0
2425,Manchester City,James Mcatee,ENG,FW,22-028,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
2425,Manchester City,Jeremy Doku,BEL,"FW,MF",22-172,2002,4.5,0,0,0,2,9,2,20,0,4,0,0,0,18,0,0,
2425,Manchester City,John Stones,ENG,"DF,MF",30-171,1994,2.7,1,0,0,1,1,0,0,1,2,0,0,0,11,6,3,66.7
2425,Manchester City,Joško Gvardiol,CRO,DF,22-297,2002,10.5,0,0,0,5,10,0,6,15,14,0,0,0,37,12,14,46.2
2425,Manchester City,Kevin De Bruyne,BEL,MF,33-140,1991,4.1,1,0,0,4,4,2,30,2,1,0,0,0,15,1,5,16.7
2425,Manchester City,Kyle Walker,ENG,DF,34-171,1990,5.2,1,0,0,4,2,0,8,3,4,0,0,0,26,4,5,44.4
2425,Manchester City,Manuel Akanji,SUI,DF,29-119,1995,8.7,1,0,0,5,4,0,8,4,5,0,0,0,33,11,16,40.7
2425,Manchester City,Mateo Kovačić,CRO,MF,30-193,1994,9.8,3,0,0,8,7,0,0,5,14,0,0,0,44,5,0,100.0
2425,Manchester City,Matheus Nunes,POR,"MF,FW",26-080,1998,3.3,0,0,0,9,4,0,13,1,4,0,0,0,12,4,3,57.1
2425,Manchester City,Nathan Aké,NED,DF,29-271,1995,0.8,0,0,0,0,0,0,0,1,1,0,0,0,2,1,2,33.3
2425,Manchester City,Phil Foden,ENG,MF,24-171,2000,5.1,0,0,0,1,12,2,32,3,0,0,0,0,13,1,2,33.3
2425,Manchester City,Rico Lewis,ENG,"DF,MF",19-360,2004,8.6,1,0,0,1,15,0,1,7,8,0,0,0,41,3,3,50.0
2425,Manchester City,Rodri,ESP,MF,28-146,1996,0.7,0,0,0,1,2,0,0,1,1,0,0,0,7,1,0,100.0
2425,Manchester City,Rúben Dias,POR,DF,27-185,1997,8.1,3,0,0,5,3,0,2,10,4,0,0,1,33,15,8,65.2
2425,Manchester City,Sávio,BRA,"FW,MF",20-219,2004,5.8,2,0,0,5,11,0,42,1,9,1,0,0,26,0,1,0.0
2425,Manchester City,İlkay Gündoğan,GER,MF,34-022,1990,7.0,0,0,0,6,8,0,33,3,3,0,0,0,27,7,4,63.6
2425,Manchester Utd,Alejandro Garnacho,ARG,FW,20-137,2004,7.9,1,0,0,4,9,3,18,5,10,0,0,0,45,1,10,9.1
2425,Manchester Utd,Amad Diallo,CIV,FW,22-127,2002,5.4,2,0,0,7,3,3,12,4,12,0,0,0,28,4,3,57.1
2425,Manchester Utd,André Onana,CMR,GK,28-227,1996,11.0,0,0,0,0,1,0,0,0,1,0,0,0,11,3,0,100.0
2425,Manchester Utd,Antony,BRA,FW,24-265,2000,0.3,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,
2425,Manchester Utd,Bruno Fernandes,POR,"MF,FW",30-068,1994,10.3,1,1,0,8,13,1,48,8,19,0,0,0,48,7,9,43.8
2425,Manchester Utd,Casemiro,BRA,MF,32-266,1992,6.9,1,0,0,8,7,2,13,5,20,0,0,0,44,13,7,65.0
