season,team,player,nation,pos,age,born,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR
2425,Manchester Utd,Diogo Dalot,POR,DF,25-242,1999,10.6,693,52,262,308,127,13,693,12,7,58.3,3,25.0,393,1628,868,10,11,2,11,1,404,35
2425,Manchester Utd,Harry Maguire,ENG,DF,31-255,1993,2.7,198,28,92,99,10,4,198,3,2,66.7,1,33.3,126,791,308,1,3,1,1,0,136,0
2425,Manchester Utd,Jonny Evans,NIR,DF,36-317,1988,2.6,163,22,81,76,10,2,163,1,1,100.0,0,0.0,86,370,134,1,0,0,0,0,93,2
2425,Manchester Utd,Joshua Zirkzee,NED,FW,23-177,2001,4.8,173,5,19,77,79,21,173,10,5,50.0,5,50.0,92,363,125,2,3,1,12,6,125,20
2425,Manchester Utd,Kobbie Mainoo,ENG,MF,19-210,2005,6.3,367,12,78,213,78,7,367,19,14,73.7,5,26.3,227,1072,427,5,6,3,11,15,261,11
2425,Manchester Utd,Lisandro Martínez,ARG,DF,26-302,1998,9.8,777,83,378,359,45,6,777,3,2,66.7,1,33.3,496,2380,1377,5,7,1,0,0,533,5
2425,Manchester Utd,Manuel Ugarte Ribeiro,URU,MF,23-218,2001,3.1,175,10,49,104,23,1,175,4,1,25.0,1,25.0,101,508,278,3,2,0,4,4,115,5
2425,Manchester Utd,Marcus Rashford,ENG,FW,27-015,1997,8.4,355,2,29,155,177,28,355,36,9,25.0,23,63.9,242,1407,622,17,15,11,11,4,277,64
2425,Manchester Utd,Mason Mount,ENG,"MF,FW",25-310,1999,1.6,60,0,8,28,24,6,60,2,0,0.0,2,100.0,35,201,53,1,1,0,3,4,42,4
2425,Manchester Utd,Matthijs de Ligt,NED,DF,25-095,1999,8.5,543,64,280,248,16,10,543,0,0,,0,,354,1603,742,3,1,0,1,2,389,1
2425,Manchester Utd,Noussair Mazraoui,MAR,DF,27-001,1997,9.1,615,37,203,320,103,11,615,19,15,78.9,2,10.5,309,1521,779,13,9,2,5,7,340,16
2425,Manchester Utd,Rasmus Højlund,DEN,FW,21-285,2003,4.6,115,1,6,59,53,11,115,13,5,38.5,7,53.8,76,376,156,6,2,3,15,7,92,17
2425,Manchester Utd,Scott McTominay,SCO,MF,27-343,1996,0.2,14,1,3,8,3,1,14,1,0,0.0,1,100.0,10,68,44,0,0,0,1,1,9,2
2425,Manchester Utd,Toby Collyer,ENG,MF,20-317,2004,0.5,31,1,8,16,7,1,31,1,1,100.0,0,0.0,20,108,27,0,0,0,5,0,23,2
2425,Manchester Utd,Victor Lindelöf,SWE,"DF,MF",30-121,1994,0.7,48,4,23,19,6,2,48,0,0,,0,,19,121,73,0,0,0,0,0,28,1
2425,Newcastle Utd,Alexander Isak,SWE,FW,25-055,1999,8.5,262,6,19,94,153,48,262,20,5,25.0,14,70.0,155,899,436,19,9,13,22,17,178,49
2425,Newcastle Utd,Anthony Gordon,ENG,FW,23-265,2001,9.4,419,6,46,150,228,41,417,37,13,35.1,17,45.9,280,1820,957,34,20,18,12,13,287,79
2425,Newcastle Utd,Bruno Guimarães,BRA,MF,26-365,1997,10.9,678,32,172,372,139,7,678,25,16,64.0,3,12.0,468,2752,1135,15,12,0,16,32,488,12
2425,Newcastle Utd,Dan Burn,ENG,DF,32-190,1992,11.0,703,131,420,248,37,19,703,0,0,,0,,424,1946,712,0,1,0,6,0,490,3
2425,Newcastle Utd,Emil Krafth,SWE,DF,30-105,1994,2.7,100,23,64,30,6,3,100,0,0,,0,,49,167,35,0,1,0,2,1,51,0
2425,Newcastle Utd,Fabian Schär,SUI,DF,32-331,1991,8.3,596,84,302,250,45,10,596,4,2,50.0,1,25.0,394,1940,1164,5,5,1,3,2,414,9
2425,Newcastle Utd,Harvey Barnes,ENG,FW,26-342,1997,5.5,222,6,40,71,111,30,222,13,6,46.2,5,38.5,161,1137,601,23,11,12,13,5,181,52
2425,Newcastle Utd,Jacob Murphy,ENG,FW,29-265,1995,5.5,260,1,39,105,119,12,260,12,4,33.3,8,66.7,159,970,543,15,7,5,6,9,179,42
2425,Newcastle Utd,Joe Willock,ENG,"MF,FW",25-087,1999,3.7,172,4,23,69,83,19,172,9,4,44.4,4,44.4,115,738,337,14,8,6,10,10,129,31
2425,Newcastle Utd,Joelinton,BRA,"MF,FW",28-093,1996,10.3,544,34,105,275,170,36,544,17,6,35.3,10,58.8,324,1630,760,18,9,4,20,21,387,49
2425,Newcastle Utd,Kieran Trippier,ENG,DF,34-057,1990,3.1,264,10,85,103,78,4,264,1,1,100.0,0,0.0,132,431,220,5,1,3,0,1,153,12
2425,Newcastle Utd,Lewis Hall,ENG,DF,20-068,2004,8.7,705,42,255,310,146,11,705,5,3,60.0,2,40.0,389,1799,983,15,7,2,9,9,420,21
2425,Newcastle Utd,Lloyd Kelly,ENG,DF,26-040,1998,2.3,121,20,63,50,11,1,121,3,2,66.7,1,33.3,64,213,53,0,0,0,3,2,64,2
2425,Newcastle Utd,Miguel Almirón,PAR,FW,30-279,1994,1.2,46,1,4,23,19,5,46,1,0,0.0,1,100.0,31,151,61,1,2,1,0,1,31,10
2425,Newcastle Utd,Nick Pope,ENG,GK,32-210,1992,11.0,365,297,362,3,0,0,365,0,0,,0,,188,1039,665,0,0,0,0,0,126,0
2425,Newcastle Utd,Sandro Tonali,ITA,MF,24-191,2000,4.6,221,10,51,113,59,10,221,10,3,30.0,5,50.0,124,577,229,4,3,1,6,2,137,12
2425,Newcastle Utd,Sean Longstaff,ENG,MF,27-016,1997,5.7,264,14,78,119,70,11,264,3,1,33.3,1,33.3,145,666,267,3,7,1,6,5,182,10
2425,Newcastle Utd,Valentino Livramento,ENG,DF,22-003,2002,7.9,453,37,181,176,103,1,453,10,5,50.0,1,10.0,229,1296,577,14,8,0,5,11,229,28
2425,Newcastle Utd,William Osula,DEN,"FW,MF",21-103,2003,0.1,4,0,0,1,3,1,4,1,1,100.0,0,0.0,3,27,14,1,1,0,0,2,3,3
2425,Nott'ham Forest,Anthony Elanga,SWE,FW,22-202,2002,7.2,294,11,48,79,173,29,294,26,5,19.2,13,50.0,147,1170,675,22,11,14,16,9,180,48
2425,Nott'ham Forest,Callum Hudson-Odoi,ENG,FW,24-008,2000,8.7,376,5,38,109,237,32,376,23,16,69.6,5,21.7,228,1865,1213,49,19,19,15,10,286,75
2425,Nott'ham Forest,Chris Wood,NZL,FW,32-344,1991,9.9,239,10,24,125,90,28,238,3,1,33.3,1,33.3,127,480,163,6,2,3,26,5,189,27
2425,Nott'ham Forest,Danilo,BRA,MF,23-200,2001,0.2,6,0,2,4,0,0,6,3,1,33.3,2,66.7,4,26,3,0,0,0,1,0,3,0
2425,Nott'ham Forest,Elliot Anderson,ENG,"MF,FW",22-009,2002,7.0,424,17,75,194,162,26,424,25,15,60.0,6,24.0,225,1183,544,17,9,6,19,12,263,31
2425,Nott'ham Forest,Eric da Silva Moreira,GER,DF,18-196,2006,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
2425,Nott'ham Forest,Harry Toffolo,ENG,DF,29-088,1995,0.4,36,3,6,10,20,2,36,0,0,,0,,8,14,7,0,0,0,0,0,16,4
2425,Nott'ham Forest,Ibrahim Sangaré,CIV,MF,26-349,1997,2.4,146,4,36,92,20,6,146,0,0,,0,,60,231,67,0,2,0,2,1,76,2
2425,Nott'ham Forest,James Ward-Prowse,ENG,MF,30-014,1994,3.2,161,9,37,96,31,0,161,0,0,,0,,77,307,106,1,3,0,3,2,92,1
2425,Nott'ham Forest,Jota Silva,POR,"FW,MF",25-106,1999,2.4,105,6,30,29,52,16,105,15,4,26.7,7,46.7,58,453,323,11,7,6,7,4,57,15
2425,Nott'ham Forest,Matz Sels,BEL,GK,32-263,1992,11.0,329,242,323,6,0,0,329,0,0,,0,,181,1005,508,0,0,0,0,0,155,0
2425,Nott'ham Forest,Morato,BRA,DF,23-138,2001,0.8,40,15,27,6,7,0,40,1,1,100.0,0,0.0,9,28,7,0,1,0,0,0,13,0
2425,Nott'ham Forest,Morgan Gibbs-White,ENG,MF,24-293,2000,7.0,357,7,37,181,142,26,357,23,10,43.5,10,43.5,195,962,515,16,11,4,11,14,267,29
2425,Nott'ham Forest,Murillo,BRA,DF,22-134,2002,11.0,576,133,296,242,41,8,576,14,11,78.6,3,21.4,251,1313,863,9,11,0,4,5,300,2
2425,Nott'ham Forest,Neco Williams,WAL,DF,23-216,2001,4.2,209,23,82,66,68,11,209,6,3,50.0,1,16.7,89,476,240,10,3,3,2,6,100,18
2425,Nott'ham Forest,Nicolás Domínguez,ARG,"MF,FW",26-140,1998,5.8,358,14,89,174,98,9,358,2,0,0.0,2,100.0,153,519,269,7,4,2,4,3,202,7
2425,Nott'ham Forest,Nikola Milenković,SRB,DF,27-034,1997,10.0,390,52,195,172,26,20,390,1,1,100.0,0,0.0,177,698,376,2,1,1,0,1,216,1
2425,Nott'ham Forest,Ola Aina,NGA,DF,28-038,1996,10.6,613,42,211,253,161,8,613,22,11,50.0,7,31.8,273,1793,1122,25,16,4,17,8,294,19
2425,Nott'ham Forest,Ramón Sosa,PAR,"MF,FW",25-076,1999,1.1,72,3,12,18,44,7,72,7,4,57.1,3,42.9,37,286,131,6,4,3,3,2,41,10
2425,Nott'ham Forest,Ryan Yates,ENG,MF,26-360,1997,9.0,487,35,121,226,145,24,487,10,5,50.0,3,30.0,237,1118,523,11,12,1,12,11,282,8
2425,Nott'ham Forest,Taiwo Awoniyi,NGA,FW,27-095,1997,1.2,49,2,6,10,34,11,49,2,1,50.0,1,50.0,24,136,86,3,4,1,7,2,29,8
2425,Nott'ham Forest,Willy Boly,CIV,DF,33-286,1991,1.0,71,16,44,25,2,1,71,0,0,,0,,32,111,33,0,0,0,1,0,39,0
2425,Nott'ham Forest,Álex Moreno,ESP,DF,31-160,1993,6.8,372,40,138,138,105,5,372,12,5,41.7,4,33.3,160,998,588,16,12,2,9,4,170,20
2425,Southampton,Aaron Ramsdale,ENG,GK,26-185,1998,9.0,440,312,432,9,0,0,440,0,0,,0,,321,1595,972,0,0,0,0,0,284,0
2425,Southampton,Adam Armstrong,ENG,"FW,MF",27-279,1997,5.1,179,3,16,61,102,24,179,7,1,14.3,6,85.7,121,553,220,10,4,3,6,9,135,45
2425,Southampton,Adam Lallana,ENG,MF,36-189,1988,3.1,247,14,70,125,53,6,247,7,4,57.1,2,28.6,143,707,296,5,7,0,8,6,199,8
2425,Southampton,Alex McCarthy,ENG,GK,34-348,1989,2.0,57,45,57,0,0,0,57,0,0,,0,,37,138,84,0,0,0,0,0,35,0
2425,Southampton,Ben Brereton,CHI,FW,25-211,1999,4.5,189,3,15,67,108,20,189,4,1,25.0,2,50.0,129,746,371,11,13,4,7,4,159,39
2425,Southampton,Cameron Archer,ENG,FW,23-117,2001,6.6,142,5,22,66,55,24,141,12,4,33.3,8,66.7,76,418,213,9,3,7,15,10,93,25
2425,Southampton,Carlos Alcaraz,ARG,MF,21-351,2002,0.1,17,0,1,8,9,2,17,2,0,0.0,2,100.0,12,112,98,4,1,0,0,0,12,1
2425,Southampton,Charlie Taylor,ENG,DF,31-058,1993,2.3,186,19,76,78,33,1,186,2,2,100.0,0,0.0,73,318,109,2,2,0,1,0,109,6
2425,Southampton,Flynn Downes,ENG,MF,25-300,1999,10.0,667,34,196,340,133,11,667,7,1,14.3,6,85.7,314,1641,844,15,14,2,9,12,491,18
2425,Southampton,Jack Stephens,ENG,DF,30-293,1994,6.4,538,35,182,288,71,3,538,3,0,0.0,3,100.0,319,1481,842,11,9,0,1,1,417,1
2425,Southampton,James Bree,ENG,DF,27-035,1997,0.2,10,0,0,8,2,0,10,1,1,100.0,0,0.0,9,48,32,0,0,0,0,1,10,1
2425,Southampton,Jan Bednarek,POL,DF,28-217,1996,10.9,1052,205,554,485,18,4,1052,2,2,100.0,0,0.0,604,2290,1186,4,4,1,1,0,770,1
2425,Southampton,Joe Aribo,NGA,MF,28-117,1996,6.7,372,14,84,177,115,17,372,20,7,35.0,12,60.0,215,1205,661,18,11,5,9,7,271,28
2425,Southampton,Kamaldeen Sulemana,GHA,"FW,MF",22-274,2002,0.2,9,2,6,0,3,1,9,1,0,0.0,1,100.0,3,17,11,1,0,1,2,2,3,1
2425,Southampton,Kyle Walker-Peters,ENG,DF,27-216,1997,8.9,676,37,201,329,150,15,676,30,12,40.0,13,43.3,449,2747,1462,37,15,9,3,15,513,24
2425,Southampton,Lesley Ugochukwu,FRA,MF,20-234,2004,1.9,88,2,20,55,14,2,88,2,1,50.0,1,50.0,44,255,132,4,1,1,0,1,59,1
2425,Southampton,Mateus Fernandes,POR,MF,20-128,2004,7.9,454,20,101,222,142,18,454,29,16,55.2,13,44.8,256,1636,812,26,18,3,16,12,310,28
2425,Southampton,Maxwel Cornet,CIV,FW,28-049,1996,0.8,34,1,8,14,13,2,34,1,0,0.0,1,100.0,16,73,26,1,0,1,3,0,23,5
2425,Southampton,Paul Onuachu,NGA,FW,30-171,1994,0.7,35,0,4,19,13,6,35,3,1,33.3,2,66.7,20,75,11,0,0,0,2,5,31,2
2425,Southampton,Ross Stewart,SCO,"FW,MF",28-127,1996,1.5,61,5,13,30,18,2,61,2,1,50.0,1,50.0,34,144,54,1,0,0,1,5,46,5
2425,Southampton,Ryan Fraser,SCO,FW,30-265,1994,1.6,50,4,13,20,17,1,50,1,0,0.0,1,100.0,26,150,80,4,3,1,1,1,32,7
2425,Southampton,Ryan Manning,IRL,"DF,FW",28-154,1996,3.7,160,17,33,58,72,9,160,6,3,50.0,3,50.0,76,250,132,2,2,2,4,1,104,29
2425,Southampton,Samuel Amo-Ameyaw,ENG,DF,18-120,2006,0.1,6,0,0,0,6,1,6,0,0,,0,,6,50,25,0,0,1,0,2,6,2
2425,Southampton,Samuel Edozie,ENG,"DF,FW",21-292,2003,0.7,43,0,0,7,36,10,43,4,2,50.0,2,50.0,34,336,197,6,2,4,4,0,39,23
2425,Southampton,Taylor Harwood-Bellis,ENG,DF,22-290,2002,9.6,861,111,422,391,50,17,861,1,1,100.0,0,0.0,504,2129,1231,4,5,0,4,3,649,5
2425,Southampton,Tyler Dibling,ENG,"FW,MF",18-248,2006,6.3,273,6,30,119,127,14,273,39,16,41.0,13,33.3,194,1706,905,30,20,11,18,13,223,40
2425,Southampton,William Smallbone,IRL,MF,24-268,2000,2.7,156,6,20,65,72,11,156,1,1,100.0,0,0.0,61,237,128,2,5,0,7,2,93,12
2425,Southampton,Yukinari Sugawara,JPN,DF,24-140,2000,7.4,525,30,176,204,146,12,525,8,3,37.5,4,50.0,275,1202,666,12,9,2,7,1,351,28
2425,Tottenham,Archie Gray,ENG,"MF,DF",18-248,2006,0.5,65,2,21,37,8,0,65,3,1,33.3,1,33.3,40,168,73,0,0,0,1,2,45,1
2425,Tottenham,Ben Davies,WAL,DF,31-205,1993,0.3,18,3,13,5,0,0,18,0,0,,0,,4,43,25,0,0,0,0,0,11,0
2425,Tottenham,Brennan Johnson,WAL,FW,23-176,2001,9.6,351,5,31,97,227,77,351,17,6,35.3,9,52.9,210,1190,676,31,10,23,13,7,249,99
2425,Tottenham,Cristian Romero,ARG,DF,26-202,1998,10.7,976,111,398,530,54,16,976,3,1,33.3,1,33.3,654,3417,2136,10,16,0,4,3,671,2
2425,Tottenham,Dejan Kulusevski,SWE,"MF,FW",24-204,2000,9.5,473,11,49,138,292,64,473,38,12,31.6,22,57.9,276,2104,1220,43,26,12,22,28,314,76
2425,Tottenham,Destiny Udogie,ITA,DF,21-353,2002,10.2,678,26,158,284,241,32,678,17,7,41.2,9,52.9,369,1961,1055,26,21,6,12,13,422,60
2425,Tottenham,Djed Spence,ENG,DF,24-098,2000,0.7,44,1,11,20,14,1,44,5,1,20.0,4,80.0,31,198,108,3,3,0,0,0,33,5
2425,Tottenham,Dominic Solanke,ENG,FW,27-062,1997,8.9,254,12,17,119,120,47,254,28,13,46.4,15,53.6,147,816,348,15,8,7,20,13,175,43
2425,Tottenham,Guglielmo Vicario,ITA,GK,28-039,1996,11.0,426,264,416,10,0,0,426,1,1,100.0,0,0.0,313,1591,855,0,0,0,0,0,283,0
2425,Tottenham,James Maddison,ENG,MF,27-358,1996,7.6,589,9,66,244,282,40,589,27,13,48.1,11,40.7,398,2002,904,16,16,6,10,10,439,44
2425,Tottenham,Lucas Bergvall,SWE,"MF,FW",18-287,2006,0.6,72,1,6,35,32,2,72,5,3,60.0,2,40.0,36,139,40,1,1,0,3,3,49,3
2425,Tottenham,Micky van de Ven,NED,DF,23-210,2001,7.9,670,72,336,311,31,7,670,6,4,66.7,2,33.3,471,2201,1076,8,10,1,3,3,489,1
2425,Tottenham,Mikey Moore,ENG,FW,17-096,2007,0.9,34,0,4,6,24,3,34,6,1,16.7,4,66.7,27,235,125,5,2,2,2,2,27,12
2425,Tottenham,Pape Matar Sarr,SEN,MF,22-062,2002,4.9,387,9,47,231,114,6,387,9,2,22.2,7,77.8,239,1416,629,10,13,0,4,4,277,20
2425,Tottenham,Pedro Porro,ESP,DF,25-063,1999,11.0,867,40,232,285,359,16,867,14,3,21.4,9,64.3,472,2250,1175,33,20,1,9,8,516,44
2425,Tottenham,Radu Drăgușin,ROU,DF,22-286,2002,3.1,228,18,98,117,14,3,228,1,0,0.0,0,0.0,125,668,316,3,2,0,4,0,148,0
2425,Tottenham,Richarlison,BRA,FW,27-189,1997,1.0,47,2,6,28,13,5,47,5,1,20.0,3,60.0,28,153,65,4,2,1,2,1,39,12
2425,Tottenham,Rodrigo Bentancur,URU,MF,27-143,1997,5.9,459,18,106,266,91,7,459,6,2,33.3,3,50.0,283,1204,499,5,9,2,3,4,323,3
2425,Tottenham,Son Heung-min,KOR,FW,32-130,1992,7.4,387,3,25,116,251,45,387,36,15,41.7,18,50.0,255,1585,849,33,19,11,9,4,304,107
2425,Tottenham,Timo Werner,GER,"FW,MF",28-254,1996,3.0,173,1,10,43,124,24,173,13,6,46.2,6,46.2,119,1021,648,27,13,12,8,5,133,54
2425,Tottenham,Wilson Odobert,FRA,FW,19-353,2004,1.8,105,2,11,29,65,13,105,10,3,30.0,6,60.0,76,626,410,13,10,6,4,4,80,18
2425,Tottenham,Yves Bissouma,MLI,MF,28-077,1996,4.5,338,20,86,192,65,2,338,11,5,45.5,6,54.5,205,1322,610,8,5,0,10,4,244,0
2425,West Ham,Aaron Cresswell,ENG,DF,34-336,1989,0.3,40,2,11,19,10,0,40,0,0,,0,,15,49,20,1,2,0,0,0,22,1
2425,West Ham,Aaron Wan-Bissaka,ENG,DF,26-355,1997,9.1,530,43,160,221,161,13,530,30,18,60.0,9,30.0,254,1849,1045,30,16,4,9,9,300,37
2425,West Ham,Alphonse Areola,FRA,GK,31-262,1993,7.5,303,246,299,4,0,0,303,0,0,,0,,166,726,360,0,0,0,0,0,151,0
2425,West Ham,Andy Irving,SCO,MF,24-186,2000,0.3,37,0,8,24,5,0,37,0,0,,0,,23,91,40,0,1,0,0,0,27,0
2425,West Ham,Carlos Soler,ESP,"MF,FW",27-318,1997,3.0,129,4,31,63,36,3,129,3,1,33.3,2,66.7,69,319,111,5,4,1,1,6,94,6
2425,West Ham,Crysencio Summerville,NED,"MF,FW",23-016,2001,3.8,159,6,19,58,83,12,159,16,5,31.3,7,43.8,86,608,312,11,4,4,8,10,95,29
2425,West Ham,Danny Ings,ENG,"FW,MF",32-115,1992,0.8,36,0,6,11,19,8,36,2,2,100.0,0,0.0,20,112,39,2,0,2,2,0,28,8
2425,West Ham,Edson Álvarez,MEX,"MF,DF",27-022,1997,4.5,284,15,91,152,45,4,284,9,2,22.2,4,44.4,173,958,387,4,7,0,2,3,187,3
2425,West Ham,Emerson Palmieri,ITA,DF,30-104,1994,9.5,544,28,166,228,159,10,544,6,2,33.3,4,66.7,227,1205,658,14,11,5,12,4,285,42
2425,West Ham,Guido Rodríguez,ARG,MF,30-217,1994,8.9,488,31,151,291,47,1,488,2,1,50.0,0,0.0,233,834,329,2,5,0,1,5,280,4
2425,West Ham,James Ward-Prowse,ENG,MF,30-014,1994,0.2,16,0,3,11,2,0,16,0,0,,0,,6,38,30,1,0,0,0,0,8,0
2425,West Ham,Jarrod Bowen,ENG,"MF,FW",27-331,1996,10.7,413,13,60,135,230,52,412,46,21,45.7,23,50.0,229,1823,883,42,16,20,18,24,235,62
2425,West Ham,Jean-Clair Todibo,FRA,DF,24-321,1999,5.6,354,56,209,137,11,5,354,7,4,57.1,3,42.9,207,922,488,2,3,0,2,5,235,1
2425,West Ham,Konstantinos Mavropanos,GRE,DF,26-340,1997,7.2,453,69,215,217,22,6,453,4,2,50.0,1,25.0,253,1348,775,7,3,1,3,0,285,2
2425,West Ham,Lucas Paquetá,BRA,MF,27-080,1997,9.0,588,16,120,316,158,21,587,11,7,63.6,4,36.4,317,1175,430,8,11,2,19,27,408,27
2425,West Ham,Luis Guilherme,BRA,MF,18-280,2006,0.1,8,0,1,2,5,1,8,3,0,0.0,1,33.3,5,38,10,0,0,0,0,0,5,1
2425,West Ham,Max Kilman,ENG,DF,27-176,1997,11.0,680,131,369,287,28,6,680,8,6,75.0,0,0.0,401,1712,1006,12,5,0,7,1,462,2
2425,West Ham,Michail Antonio,JAM,FW,34-232,1990,7.4,230,3,17,98,120,28,230,20,7,35.0,9,45.0,135,950,558,20,10,4,26,12,171,44
2425,West Ham,Mohammed Kudus,GHA,"MF,FW",24-105,2000,7.4,309,5,36,124,161,37,309,56,28,50.0,21,37.5,211,1576,838,37,19,17,18,25,246,66
2425,West Ham,Niclas Füllkrug,GER,FW,31-280,1993,0.7,24,3,3,10,11,6,24,2,0,0.0,2,100.0,10,51,43,2,0,2,4,1,15,3
2425,West Ham,Tomáš Souček,CZE,MF,29-262,1995,7.3,343,33,97,159,88,38,343,2,0,0.0,2,100.0,149,387,146,2,4,1,5,4,214,19
2425,West Ham,Vladimír Coufal,CZE,DF,32-085,1992,2.5,135,8,37,66,32,0,135,3,0,0.0,1,33.3,52,295,78,4,3,0,3,4,64,6
2425,West Ham,Łukasz Fabiański,POL,GK,39-211,1985,3.5,108,94,108,0,0,0,108,0,0,,0,,57,278,195,0,0,0,0,0,42,0
2425,Wolves,André,BRA,MF,23-122,2001,4.0,211,25,73,124,17,1,211,3,3,100.0,0,0.0,116,469,205,0,2,0,5,5,140,0
2425,Wolves,Carlos Forbs,POR,"MF,FW",20-241,2004,2.0,82,3,15,25,43,10,82,7,5,71.4,2,28.6,52,340,248,8,3,7,5,3,59,21
2425,Wolves,Chiquinho,POR,MF,24-284,2000,0.1,3,0,0,1,2,1,3,0,0,,0,,1,13,5,0,0,0,0,0,2,0
2425,Wolves,Craig Dawson,ENG,DF,34-193,1990,8.3,508,109,301,185,23,12,508,5,1,20.0,2,40.0,281,1343,756,5,1,0,1,0,327,5
2425,Wolves,Daniel Podence,POR,"MF,FW",29-025,1995,0.5,20,0,2,11,7,0,20,2,2,100.0,0,0.0,13,77,43,1,1,0,0,0,17,3
2425,Wolves,Gonçalo Guedes,POR,"FW,MF",27-352,1996,1.4,61,0,6,25,32,3,61,2,0,0.0,1,50.0,33,233,96,3,2,0,5,2,38,12
2425,Wolves,Hwang Hee-chan,KOR,"FW,MF",28-294,1996,2.8,83,1,12,33,39,5,83,6,1,16.7,5,83.3,48,289,126,5,1,3,4,4,54,7
2425,Wolves,Jean-Ricner Bellegarde,FRA,"MF,FW",26-141,1998,5.3,195,5,32,77,89,13,195,26,2,7.7,15,57.7,128,856,391,13,9,5,7,7,134,26
2425,Wolves,José Sá,POR,GK,31-303,1993,6.0,221,179,218,3,0,0,221,1,1,100.0,0,0.0,131,887,558,0,0,0,0,0,101,0
2425,Wolves,João Gomes,BRA,MF,23-277,2001,10.3,504,18,115,291,107,8,504,13,9,69.2,3,23.1,268,1751,904,19,16,2,9,13,321,20
2425,Wolves,Jørgen Strand Larsen,NOR,FW,24-283,2000,9.9,226,17,37,115,75,31,226,3,2,66.7,1,33.3,102,370,131,4,3,3,27,6,151,24
2425,Wolves,Mario Lemina,GAB,MF,31-075,1993,9.8,456,53,160,234,71,13,456,14,10,71.4,3,21.4,198,1059,553,4,7,0,16,6,261,15
2425,Wolves,Matheus Cunha,BRA,"MF,FW",25-172,1999,9.8,446,10,47,204,210,54,446,42,20,47.6,14,33.3,243,2237,1044,35,29,18,21,19,285,54
2425,Wolves,Matt Doherty,IRL,DF,32-304,1992,2.3,135,13,49,55,33,5,135,1,1,100.0,0,0.0,52,183,68,1,2,0,3,1,62,8
2425,Wolves,Nélson Semedo,POR,DF,30-365,1993,8.7,467,51,162,215,92,8,467,21,10,47.6,9,42.9,228,1389,722,14,8,6,9,3,256,22
2425,Wolves,Pablo Sarabia,ESP,"MF,FW",32-188,1992,2.0,122,2,14,68,40,8,122,7,4,57.1,2,28.6,65,276,147,4,1,0,5,2,78,13
2425,Wolves,Rayan Aït-Nouri,ALG,DF,23-162,2001,10.2,563,35,156,254,162,21,563,35,18,51.4,14,40.0,296,1583,741,19,14,5,9,9,338,41
2425,Wolves,Rodrigo Gomes,POR,"FW,MF",21-131,2003,1.3,46,3,9,14,23,5,46,2,1,50.0,1,50.0,22,196,157,6,1,4,3,2,29,12
2425,Wolves,Sam Johnstone,ENG,GK,31-235,1993,5.0,227,173,225,2,0,0,227,0,0,,0,,150,960,612,0,0,0,0,0,133,0
2425,Wolves,Santiago Bueno,URU,DF,26-006,1998,4.9,256,43,142,108,6,1,256,2,0,0.0,2,100.0,136,530,241,0,1,0,0,1,162,1
2425,Wolves,Tommy Doyle,ENG,MF,23-029,2001,3.0,214,11,62,126,27,1,214,3,2,66.7,0,0.0,125,704,287,3,1,0,4,1,144,2
2425,Wolves,Toti Gomes,POR,DF,25-304,1999,8.2,475,72,249,205,30,5,475,6,5,83.3,0,0.0,269,1417,746,4,8,0,10,6,309,3
2425,Wolves,Yerson Mosquera,COL,DF,23-197,2001,4.9,294,43,170,115,12,7,294,0,0,,0,,168,683,322,0,1,0,4,1,182,0
